Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3
[0. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0.],IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2019-03-10-20-16-02,2019-03-10-20-18-57,174.94472765922546,0.7153333333333334,0.7153333333333334,0.7153333333333334
